GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AJ6QE001,AJ6QE002,AJ6QE003,AJ6QE004,AJ6QE005,AJ6QE006,AJ6QE007,AJ6QE008,AJ6QE009,AJ6QE010,AJ6QE011,AJ6QE012,AJ6QE013,AJ6QE014,AJ6QE015,AJ6QE016,AJ6QE017,AJ6QE018,AJ6QE019,AJ6QE020,AJ6QE021,AJ6QE022,AJ6QE023,AJ6QE024,AJ6QE025,AJ6QE026,AJ6QE027,AJ6QE028,AJ6QE029,AJ6QE030,AJ6QE031,NAME_M,AJ6QM001,AJ6QM002,AJ6QM003,AJ6QM004,AJ6QM005,AJ6QM006,AJ6QM007,AJ6QM008,AJ6QM009,AJ6QM010,AJ6QM011,AJ6QM012,AJ6QM013,AJ6QM014,AJ6QM015,AJ6QM016,AJ6QM017,AJ6QM018,AJ6QM019,AJ6QM020,AJ6QM021,AJ6QM022,AJ6QM023,AJ6QM024,AJ6QM025,AJ6QM026,AJ6QM027,AJ6QM028,AJ6QM029,AJ6QM030,AJ6QM031
"G4430","2014-2018",,,,,,,,,"Upper Lake Rancheria, CA","4430",,,,,,,,,,,,,,,,,,,,,,"Upper Lake Rancheria, CA",52,23,0,0,4,0,2,0,0,6,0,5,6,0,0,0,29,13,0,0,2,0,0,3,0,6,5,0,0,0,0,"Upper Lake Rancheria, CA",71,30,12,12,7,12,6,12,12,12,12,7,8,12,12,12,44,24,12,12,3,12,12,4,12,11,9,12,12,12,12
"G4445","2014-2018",,,,,,,,,"Upper Sioux Community and Off-Reservation Trust Land, MN","4445",,,,,,,,,,,,,,,,,,,,,,"Upper Sioux Community and Off-Reservation Trust Land, MN",97,47,4,1,9,4,0,4,0,0,3,6,11,4,0,1,50,5,9,5,5,0,3,2,3,6,5,6,1,0,0,"Upper Sioux Community and Off-Reservation Trust Land, MN",32,16,4,2,8,4,9,6,9,9,5,6,7,4,9,3,23,6,7,7,4,9,4,3,6,10,5,6,2,9,9
"G4455","2014-2018",,,,,,,,,"Upper Skagit Reservation and Off-Reservation Trust Land, WA","4455",,,,,,,,,,,,,,,,,,,,,,"Upper Skagit Reservation and Off-Reservation Trust Land, WA",178,86,11,19,8,1,5,2,3,4,6,14,8,3,2,0,92,6,10,8,10,0,5,6,10,12,4,11,4,4,2,"Upper Skagit Reservation and Off-Reservation Trust Land, WA",75,44,10,14,8,3,6,4,8,5,6,12,8,5,4,12,38,7,9,11,8,12,6,8,11,9,6,9,5,6,4
"G4470","2014-2018",,,,,,,,,"Ute Mountain Reservation and Off-Reservation Trust Land, CO--NM--UT","4470",,,,,,,,,,,,,,,,,,,,,,"Ute Mountain Reservation and Off-Reservation Trust Land, CO--NM--UT",1465,565,51,56,62,48,27,65,10,44,51,76,36,37,2,0,900,132,72,53,14,32,87,30,78,101,86,129,54,21,11,"Ute Mountain Reservation and Off-Reservation Trust Land, CO--NM--UT",351,188,39,43,43,28,31,67,12,29,32,48,18,24,4,11,207,44,48,41,16,23,42,22,52,54,38,45,25,14,11
"G4500","2014-2018",,,,,,,,,"Viejas Reservation and Off-Reservation Trust Land, CA","4500",,,,,,,,,,,,,,,,,,,,,,"Viejas Reservation and Off-Reservation Trust Land, CA",295,89,2,2,6,2,4,9,14,3,12,16,14,4,0,1,206,9,5,5,2,0,89,5,7,1,16,16,50,1,0,"Viejas Reservation and Off-Reservation Trust Land, CA",172,34,5,4,7,4,5,9,14,6,10,10,12,5,12,2,170,16,8,5,3,12,112,8,8,2,11,8,58,3,12
"G4515","2014-2018",,,,,,,,,"Walker River Reservation, NV","4515",,,,,,,,,,,,,,,,,,,,,,"Walker River Reservation, NV",1007,493,43,54,54,18,5,22,29,39,38,59,100,16,12,4,514,53,25,41,37,10,62,49,18,42,46,50,69,6,6,"Walker River Reservation, NV",140,96,22,27,23,16,11,24,26,29,27,33,44,16,9,5,97,29,17,23,24,13,32,26,14,25,19,21,16,6,7
"G4530","2014-2018",,,,,,,,,"Wampanoag-Aquinnah Trust Land, MA","4530",,,,,,,,,,,,,,,,,,,,,,"Wampanoag-Aquinnah Trust Land, MA",32,18,5,0,0,7,0,0,0,0,4,0,2,0,0,0,14,0,4,0,0,0,0,2,2,1,3,1,1,0,0,"Wampanoag-Aquinnah Trust Land, MA",30,19,9,12,12,13,12,12,12,12,5,12,4,12,12,12,15,12,9,12,12,12,12,4,4,2,4,2,3,12,12
"G4545","2014-2018",,,,,,,,,"Warm Springs Reservation and Off-Reservation Trust Land, OR","4545",,,,,,,,,,,,,,,,,,,,,,"Warm Springs Reservation and Off-Reservation Trust Land, OR",3911,2087,178,212,231,157,42,177,205,171,212,227,166,92,17,0,1824,172,159,152,87,79,161,148,134,159,215,221,117,7,13,"Warm Springs Reservation and Off-Reservation Trust Land, OR",269,150,57,49,47,38,32,52,31,16,44,30,52,33,16,12,224,63,57,57,41,37,50,48,45,82,37,37,34,8,14
"G4560","2014-2018",,,,,,,,,"Washoe Ranches Trust Land, NV--CA","4560",,,,,,,,,,,,,,,,,,,,,,"Washoe Ranches Trust Land, NV--CA",53,34,0,0,7,0,0,2,0,0,2,3,1,12,7,0,19,0,0,0,0,0,0,0,0,10,4,2,2,1,0,"Washoe Ranches Trust Land, NV--CA",31,22,11,11,11,11,11,3,11,11,2,4,2,12,6,11,13,11,11,11,11,11,11,11,11,9,5,3,4,4,11
"G4580","2014-2018",,,,,,,,,"Wells Colony, NV","4580",,,,,,,,,,,,,,,,,,,,,,"Wells Colony, NV",74,32,2,0,5,0,0,2,0,0,3,0,14,5,1,0,42,0,1,2,3,2,4,5,0,3,5,9,2,6,0,"Wells Colony, NV",45,28,6,12,8,12,12,3,12,12,9,12,16,10,3,12,24,12,2,3,7,4,7,10,12,6,5,8,4,9,12
"G4595","2014-2018",,,,,,,,,"White Earth Reservation and Off-Reservation Trust Land, MN","4595",,,,,,,,,,,,,,,,,,,,,,"White Earth Reservation and Off-Reservation Trust Land, MN",4361,2164,247,266,237,145,66,123,101,147,219,208,231,124,43,7,2197,227,290,236,106,58,129,174,140,193,186,256,137,49,16,"White Earth Reservation and Off-Reservation Trust Land, MN",181,108,30,42,27,19,20,31,23,20,24,25,30,18,8,4,94,40,30,27,18,16,18,19,23,25,25,22,30,12,6
"G4610","2014-2018",,,,,,,,,"Wind River Reservation and Off-Reservation Trust Land, WY","4610",,,,,,,,,,,,,,,,,,,,,,"Wind River Reservation and Off-Reservation Trust Land, WY",7972,3892,481,456,400,240,134,280,277,286,393,379,331,186,44,5,4080,391,442,539,214,123,285,261,231,460,451,334,229,98,22,"Wind River Reservation and Off-Reservation Trust Land, WY",329,187,49,77,73,22,25,64,31,55,33,66,42,15,20,6,194,53,64,77,33,17,57,55,44,53,35,59,26,20,15
"G4625","2014-2018",,,,,,,,,"Winnebago Reservation and Off-Reservation Trust Land, NE--IA","4625",,,,,,,,,,,,,,,,,,,,,,"Winnebago Reservation and Off-Reservation Trust Land, NE--IA",1923,883,125,94,151,50,36,60,87,60,67,71,51,22,6,3,1040,140,123,131,56,30,91,72,55,117,76,82,47,17,3,"Winnebago Reservation and Off-Reservation Trust Land, NE--IA",143,85,21,23,29,12,11,17,17,14,19,12,15,11,6,4,79,22,24,26,15,9,18,16,13,19,16,14,15,6,4
"G4635","2014-2018",,,,,,,,,"Winnemucca Indian Colony, NV","4635",,,,,,,,,,,,,,,,,,,,,,"Winnemucca Indian Colony, NV",25,12,0,0,1,0,0,0,0,0,3,2,2,4,0,0,13,0,0,0,0,0,0,2,0,3,3,0,5,0,0,"Winnemucca Indian Colony, NV",17,9,12,12,2,12,12,12,12,12,4,3,5,6,12,12,11,12,12,12,12,12,12,4,12,6,5,12,6,12,12
"G4665","2014-2018",,,,,,,,,"Woodfords Community, CA","4665",,,,,,,,,,,,,,,,,,,,,,"Woodfords Community, CA",199,78,7,9,26,5,0,3,2,4,2,3,14,3,0,0,121,16,5,6,9,3,8,9,9,28,3,11,5,5,4,"Woodfords Community, CA",63,33,7,9,14,5,12,4,4,5,4,6,16,4,12,12,37,13,5,7,9,4,7,6,12,15,5,17,6,7,7
"G4680","2014-2018",,,,,,,,,"XL Ranch Rancheria, CA","4680",,,,,,,,,,,,,,,,,,,,,,"XL Ranch Rancheria, CA",50,30,1,8,0,0,1,0,0,3,4,2,6,3,0,2,20,2,2,0,7,1,0,2,0,0,1,3,2,0,0,"XL Ranch Rancheria, CA",33,21,3,10,12,12,2,12,12,5,6,4,11,5,12,4,19,5,7,12,11,2,12,6,12,12,2,6,4,12,12
"G4690","2014-2018",,,,,,,,,"Yakama Nation Reservation and Off-Reservation Trust Land, WA","4690",,,,,,,,,,,,,,,,,,,,,,"Yakama Nation Reservation and Off-Reservation Trust Land, WA",7221,3735,411,488,415,191,134,221,388,275,288,396,292,152,68,16,3486,325,382,393,132,82,253,401,235,265,351,329,212,111,15,"Yakama Nation Reservation and Off-Reservation Trust Land, WA",635,379,82,158,107,66,32,81,62,65,86,83,65,58,28,13,355,100,98,95,91,44,77,85,71,74,80,76,56,52,16
"G4700","2014-2018",,,,,,,,,"Yankton Reservation, SD","4700",,,,,,,,,,,,,,,,,,,,,,"Yankton Reservation, SD",2924,1538,214,147,225,118,57,114,95,93,135,138,109,59,34,0,1386,132,189,118,99,51,137,58,92,153,118,131,74,19,15,"Yankton Reservation, SD",104,67,28,30,46,22,32,30,6,14,10,7,5,23,23,13,65,23,34,30,11,20,24,20,10,11,16,7,9,8,8
"G4708","2014-2018",,,,,,,,,"Yavapai-Apache Nation Reservation, AZ","4708",,,,,,,,,,,,,,,,,,,,,,"Yavapai-Apache Nation Reservation, AZ",609,306,35,33,22,17,8,32,30,25,25,28,30,6,14,1,303,21,20,23,7,4,31,23,6,34,39,36,49,7,3,"Yavapai-Apache Nation Reservation, AZ",201,103,32,29,20,14,9,25,20,28,18,17,20,9,14,4,115,26,13,20,7,6,28,20,6,21,29,29,30,7,6
"G4710","2014-2018",,,,,,,,,"Yavapai-Prescott Reservation, AZ","4710",,,,,,,,,,,,,,,,,,,,,,"Yavapai-Prescott Reservation, AZ",184,82,5,18,11,2,0,2,3,11,3,14,6,5,2,0,102,16,10,7,1,9,7,13,11,8,8,8,4,0,0,"Yavapai-Prescott Reservation, AZ",111,52,8,26,12,5,12,5,6,16,6,15,7,4,4,12,64,16,13,7,5,15,9,15,18,9,8,10,6,12,12
"G4725","2014-2018",,,,,,,,,"Yerington Colony, NV","4725",,,,,,,,,,,,,,,,,,,,,,"Yerington Colony, NV",178,68,6,6,20,7,5,2,0,5,0,7,4,3,0,3,110,6,11,5,8,0,4,6,26,14,21,8,1,0,0,"Yerington Colony, NV",103,46,7,10,19,12,10,5,12,10,12,7,5,7,12,6,65,9,13,8,11,12,5,10,26,14,17,9,2,12,12
"G4740","2014-2018",,,,,,,,,"Yomba Reservation, NV","4740",,,,,,,,,,,,,,,,,,,,,,"Yomba Reservation, NV",82,51,0,0,0,0,0,3,3,5,2,22,12,0,4,0,31,0,0,0,0,0,0,8,0,1,2,1,9,3,7,"Yomba Reservation, NV",35,24,12,12,12,12,12,6,6,9,5,13,11,12,6,12,19,12,12,12,12,12,12,10,12,2,5,4,11,6,9
"G4755","2014-2018",,,,,,,,,"Ysleta del Sur Pueblo and Off-Reservation Trust Land, TX","4755",,,,,,,,,,,,,,,,,,,,,,"Ysleta del Sur Pueblo and Off-Reservation Trust Land, TX",808,392,34,47,68,64,14,20,17,19,52,34,18,5,0,0,416,23,26,53,52,42,28,18,25,69,34,16,14,14,2,"Ysleta del Sur Pueblo and Off-Reservation Trust Land, TX",166,93,24,36,35,25,9,12,17,15,23,17,14,8,13,13,113,22,15,24,27,29,21,14,16,60,14,9,14,14,5
"G4760","2014-2018",,,,,,,,,"Yurok Reservation, CA","4760",,,,,,,,,,,,,,,,,,,,,,"Yurok Reservation, CA",383,165,15,18,15,6,0,6,9,9,20,13,26,15,13,0,218,32,19,17,3,12,10,21,7,12,19,35,21,8,2,"Yurok Reservation, CA",89,43,9,10,11,6,12,6,10,8,12,12,12,14,14,12,67,21,13,10,6,13,11,18,6,9,16,18,14,8,3
"G4770","2014-2018",,,,,,,,,"Zia Pueblo and Off-Reservation Trust Land, NM","4770",,,,,,,,,,,,,,,,,,,,,,"Zia Pueblo and Off-Reservation Trust Land, NM",925,450,39,45,47,31,8,21,50,25,66,58,29,22,9,0,475,58,52,43,16,4,30,48,52,38,50,49,22,11,2,"Zia Pueblo and Off-Reservation Trust Land, NM",119,62,17,19,19,17,8,14,20,15,20,19,11,10,7,12,79,26,20,16,8,5,19,18,21,13,18,17,11,8,3
"G4785","2014-2018",,,,,,,,,"Zuni Reservation and Off-Reservation Trust Land, NM--AZ","4785",,,,,,,,,,,,,,,,,,,,,,"Zuni Reservation and Off-Reservation Trust Land, NM--AZ",9275,4393,309,401,438,331,80,310,363,272,592,582,482,138,66,29,4882,255,465,377,108,183,364,399,313,636,758,432,384,165,43,"Zuni Reservation and Off-Reservation Trust Land, NM--AZ",635,342,90,88,112,90,37,82,102,74,122,111,94,55,39,31,407,89,101,110,48,64,111,113,84,112,120,76,80,59,37
"G4910","2014-2018",,,,,,,,,"Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area, KS","4910",,,,,,,,,,,,,,,,,,,,,,"Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area, KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area, KS",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"G4930","2014-2018",,,,,,,,,"San Felipe Pueblo/Santa Ana Pueblo joint-use area, NM","4930",,,,,,,,,,,,,,,,,,,,,,"San Felipe Pueblo/Santa Ana Pueblo joint-use area, NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"San Felipe Pueblo/Santa Ana Pueblo joint-use area, NM",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G4940","2014-2018",,,,,,,,,"San Felipe Pueblo/Santo Domingo Pueblo joint-use area, NM","4940",,,,,,,,,,,,,,,,,,,,,,"San Felipe Pueblo/Santo Domingo Pueblo joint-use area, NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"San Felipe Pueblo/Santo Domingo Pueblo joint-use area, NM",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G5003","2014-2018",,,,,,,,,"Anahola (Agricultural) Hawaiian Home Land, HI","5003",,,,,,,,,,,,,,,,,,,,,,"Anahola (Agricultural) Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anahola (Agricultural) Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5004","2014-2018",,,,,,,,,"Anahola (Residential) Hawaiian Home Land, HI","5004",,,,,,,,,,,,,,,,,,,,,,"Anahola (Residential) Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anahola (Residential) Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5008","2014-2018",,,,,,,,,"East Kapolei Hawaiian Home Land, HI","5008",,,,,,,,,,,,,,,,,,,,,,"East Kapolei Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Kapolei Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5009","2014-2018",,,,,,,,,"Haiku Hawaiian Home Land, HI","5009",,,,,,,,,,,,,,,,,,,,,,"Haiku Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Haiku Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5011","2014-2018",,,,,,,,,"Hanapepe Hawaiian Home Land, HI","5011",,,,,,,,,,,,,,,,,,,,,,"Hanapepe Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hanapepe Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5018","2014-2018",,,,,,,,,"Homuula-Upper Piihonua Hawaiian Home Land, HI","5018",,,,,,,,,,,,,,,,,,,,,,"Homuula-Upper Piihonua Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homuula-Upper Piihonua Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5026","2014-2018",,,,,,,,,"Honokaia Hawaiian Home Land, HI","5026",,,,,,,,,,,,,,,,,,,,,,"Honokaia Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Honokaia Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5029","2014-2018",,,,,,,,,"Honokowai Hawaiian Home Land, HI","5029",,,,,,,,,,,,,,,,,,,,,,"Honokowai Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Honokowai Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5030","2014-2018",,,,,,,,,"Honolulu Makai Hawaiian Home Land, HI","5030",,,,,,,,,,,,,,,,,,,,,,"Honolulu Makai Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Honolulu Makai Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5031","2014-2018",,,,,,,,,"Honomu Hawaiian Home Land, HI","5031",,,,,,,,,,,,,,,,,,,,,,"Honomu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Honomu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5033","2014-2018",,,,,,,,,"Hoolehua-Palaau Hawaiian Home Land, HI","5033",,,,,,,,,,,,,,,,,,,,,,"Hoolehua-Palaau Hawaiian Home Land, HI",8,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Hoolehua-Palaau Hawaiian Home Land, HI",8,7,11,11,11,11,11,11,11,11,11,7,11,11,11,11,5,11,11,11,11,11,11,11,11,11,5,11,11,11,11
"G5041","2014-2018",,,,,,,,,"Kahikinui Hawaiian Home Land, HI","5041",,,,,,,,,,,,,,,,,,,,,,"Kahikinui Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kahikinui Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5043","2014-2018",,,,,,,,,"Kakaina-Kumuhau Hawaiian Home Land, HI","5043",,,,,,,,,,,,,,,,,,,,,,"Kakaina-Kumuhau Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kakaina-Kumuhau Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5044","2014-2018",,,,,,,,,"Kalaeloa Hawaiian Home Land, HI","5044",,,,,,,,,,,,,,,,,,,,,,"Kalaeloa Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kalaeloa Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5046","2014-2018",,,,,,,,,"Kalamaula Hawaiian Home Land, HI","5046",,,,,,,,,,,,,,,,,,,,,,"Kalamaula Hawaiian Home Land, HI",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"Kalamaula Hawaiian Home Land, HI",17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,11,11,11,11,11,11,11,17,11,11,11,11,11,11
"G5051","2014-2018",,,,,,,,,"Kalaupapa Hawaiian Home Land, HI","5051",,,,,,,,,,,,,,,,,,,,,,"Kalaupapa Hawaiian Home Land, HI",2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kalaupapa Hawaiian Home Land, HI",4,4,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5053","2014-2018",,,,,,,,,"Kalawahine Hawaiian Home Land, HI","5053",,,,,,,,,,,,,,,,,,,,,,"Kalawahine Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kalawahine Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5056","2014-2018",,,,,,,,,"Kamaoa-Puueo Hawaiian Home Land, HI","5056",,,,,,,,,,,,,,,,,,,,,,"Kamaoa-Puueo Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kamaoa-Puueo Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5061","2014-2018",,,,,,,,,"Kamiloloa-Makakupaia Hawaiian Home Land, HI","5061",,,,,,,,,,,,,,,,,,,,,,"Kamiloloa-Makakupaia Hawaiian Home Land, HI",2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kamiloloa-Makakupaia Hawaiian Home Land, HI",4,4,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5066","2014-2018",,,,,,,,,"Kamoku-Kapulena Hawaiian Home Land, HI","5066",,,,,,,,,,,,,,,,,,,,,,"Kamoku-Kapulena Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kamoku-Kapulena Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5067","2014-2018",,,,,,,,,"Kanehili Hawaiian Home Land, HI","5067",,,,,,,,,,,,,,,,,,,,,,"Kanehili Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kanehili Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5069","2014-2018",,,,,,,,,"Kaohe-Olaa Hawaiian Home Land, HI","5069",,,,,,,,,,,,,,,,,,,,,,"Kaohe-Olaa Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kaohe-Olaa Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5071","2014-2018",,,,,,,,,"Kapaa Hawaiian Home Land, HI","5071",,,,,,,,,,,,,,,,,,,,,,"Kapaa Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kapaa Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5076","2014-2018",,,,,,,,,"Kapaakea Hawaiian Home Land, HI","5076",,,,,,,,,,,,,,,,,,,,,,"Kapaakea Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kapaakea Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5083","2014-2018",,,,,,,,,"Kapolei Hawaiian Home Land, HI","5083",,,,,,,,,,,,,,,,,,,,,,"Kapolei Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kapolei Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5086","2014-2018",,,,,,,,,"Kaumana Hawaiian Home Land, HI","5086",,,,,,,,,,,,,,,,,,,,,,"Kaumana Hawaiian Home Land, HI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Kaumana Hawaiian Home Land, HI",3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,3,11,11,11,11,11,11
"G5088","2014-2018",,,,,,,,,"Kaupea Hawaiian Home Land, HI","5088",,,,,,,,,,,,,,,,,,,,,,"Kaupea Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kaupea Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
