GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AJ6QE001,AJ6QE002,AJ6QE003,AJ6QE004,AJ6QE005,AJ6QE006,AJ6QE007,AJ6QE008,AJ6QE009,AJ6QE010,AJ6QE011,AJ6QE012,AJ6QE013,AJ6QE014,AJ6QE015,AJ6QE016,AJ6QE017,AJ6QE018,AJ6QE019,AJ6QE020,AJ6QE021,AJ6QE022,AJ6QE023,AJ6QE024,AJ6QE025,AJ6QE026,AJ6QE027,AJ6QE028,AJ6QE029,AJ6QE030,AJ6QE031,NAME_M,AJ6QM001,AJ6QM002,AJ6QM003,AJ6QM004,AJ6QM005,AJ6QM006,AJ6QM007,AJ6QM008,AJ6QM009,AJ6QM010,AJ6QM011,AJ6QM012,AJ6QM013,AJ6QM014,AJ6QM015,AJ6QM016,AJ6QM017,AJ6QM018,AJ6QM019,AJ6QM020,AJ6QM021,AJ6QM022,AJ6QM023,AJ6QM024,AJ6QM025,AJ6QM026,AJ6QM027,AJ6QM028,AJ6QM029,AJ6QM030,AJ6QM031
"G3445","2014-2018",,,,,,,,,"San Manuel Reservation and Off-Reservation Trust Land, CA","3445",,,,,,,,,,,,,,,,,,,,,,"San Manuel Reservation and Off-Reservation Trust Land, CA",38,15,2,0,0,0,0,3,0,0,2,7,1,0,0,0,23,3,2,2,3,3,4,0,0,0,3,0,2,1,0,"San Manuel Reservation and Off-Reservation Trust Land, CA",28,12,3,12,12,12,12,5,12,12,4,7,3,12,12,12,22,8,4,4,6,6,6,12,12,12,6,12,3,3,12
"G3460","2014-2018",,,,,,,,,"San Pasqual Reservation, CA","3460",,,,,,,,,,,,,,,,,,,,,,"San Pasqual Reservation, CA",382,218,24,11,28,17,8,24,23,11,39,12,6,10,4,1,164,19,8,11,10,7,16,9,5,16,28,11,18,5,1,"San Pasqual Reservation, CA",106,69,13,8,15,14,8,21,22,9,19,9,5,9,5,2,55,17,8,8,8,9,17,9,6,11,21,7,13,5,4
"G3480","2014-2018",,,,,,,,,"Santa Ana Pueblo, NM","3480",,,,,,,,,,,,,,,,,,,,,,"Santa Ana Pueblo, NM",663,330,11,21,36,16,9,34,30,28,43,27,34,20,19,2,333,5,12,14,14,5,16,22,20,52,50,56,33,26,8,"Santa Ana Pueblo, NM",102,65,8,11,14,11,8,16,15,14,17,13,13,10,10,3,54,6,9,9,8,6,10,10,15,20,19,19,11,10,7
"G3495","2014-2018",,,,,,,,,"Santa Clara Pueblo and Off-Reservation Trust Land, NM","3495",,,,,,,,,,,,,,,,,,,,,,"Santa Clara Pueblo and Off-Reservation Trust Land, NM",1122,495,44,30,36,19,9,55,15,22,71,71,69,24,25,5,627,56,33,48,17,46,57,6,60,55,99,80,35,29,6,"Santa Clara Pueblo and Off-Reservation Trust Land, NM",199,103,27,17,20,15,9,27,14,23,39,37,31,18,14,6,128,27,19,27,12,38,24,7,28,28,30,38,22,21,7
"G3520","2014-2018",,,,,,,,,"Santa Rosa Rancheria, CA","3520",,,,,,,,,,,,,,,,,,,,,,"Santa Rosa Rancheria, CA",626,306,46,47,57,20,16,21,17,11,21,24,12,11,3,0,320,30,28,44,20,9,15,21,35,65,30,12,8,3,0,"Santa Rosa Rancheria, CA",137,81,27,28,28,12,18,16,15,11,13,17,11,10,4,12,85,20,20,27,14,11,14,16,21,33,18,9,10,5,12
"G3525","2014-2018",,,,,,,,,"Santa Rosa Reservation, CA","3525",,,,,,,,,,,,,,,,,,,,,,"Santa Rosa Reservation, CA",56,20,4,3,3,0,0,0,4,0,3,3,0,0,0,0,36,2,1,6,2,4,3,2,2,0,6,5,3,0,0,"Santa Rosa Reservation, CA",29,14,4,5,5,12,12,12,6,12,5,6,12,12,12,12,21,4,2,8,4,8,5,4,4,12,6,7,3,12,12
"G3540","2014-2018",,,,,,,,,"Santa Ynez Reservation, CA","3540",,,,,,,,,,,,,,,,,,,,,,"Santa Ynez Reservation, CA",175,64,6,5,3,2,6,9,0,2,10,7,9,2,3,0,111,9,5,8,8,9,3,15,6,18,11,4,3,7,5,"Santa Ynez Reservation, CA",97,33,9,7,6,3,7,7,12,4,8,7,10,5,6,12,69,9,6,10,7,15,5,19,13,11,10,5,3,8,6
"G3550","2014-2018",,,,,,,,,"Santa Ysabel Reservation, CA","3550",,,,,,,,,,,,,,,,,,,,,,"Santa Ysabel Reservation, CA",174,77,7,3,2,3,4,4,3,2,25,5,7,7,4,1,97,13,0,1,5,7,13,0,6,12,11,6,19,4,0,"Santa Ysabel Reservation, CA",50,29,7,4,3,4,6,5,5,4,18,8,6,7,4,2,34,13,12,3,5,8,13,12,6,8,9,5,12,5,12
"G3565","2014-2018",,,,,,,,,"Santee Reservation, NE","3565",,,,,,,,,,,,,,,,,,,,,,"Santee Reservation, NE",690,329,44,52,38,18,9,12,16,18,24,32,40,16,10,0,361,56,40,46,18,3,22,21,23,33,41,34,22,2,0,"Santee Reservation, NE",68,33,13,14,10,8,11,7,9,6,12,11,4,6,6,9,41,15,11,13,9,4,11,9,9,10,6,8,7,3,9
"G3585","2014-2018",,,,,,,,,"Santo Domingo Pueblo, NM","3585",,,,,,,,,,,,,,,,,,,,,,"Santo Domingo Pueblo, NM",2853,1441,139,89,108,115,27,145,109,84,160,235,109,64,44,13,1412,148,82,118,70,60,149,111,57,132,187,128,81,78,11,"Santo Domingo Pueblo, NM",329,184,54,31,44,38,20,43,44,37,43,49,29,20,21,13,187,59,34,37,32,25,40,38,24,43,54,36,26,30,9
"G3625","2014-2018",,,,,,,,,"Sauk-Suiattle Reservation, WA","3625",,,,,,,,,,,,,,,,,,,,,,"Sauk-Suiattle Reservation, WA",51,28,0,4,4,1,5,2,7,0,1,2,1,1,0,0,23,3,0,3,2,0,0,2,0,1,6,2,4,0,0,"Sauk-Suiattle Reservation, WA",25,21,12,5,13,2,6,3,11,12,2,4,4,2,12,12,16,4,12,4,4,12,12,4,12,4,9,4,5,12,12
"G3635","2014-2018",,,,,,,,,"Sault Ste. Marie Reservation and Off-Reservation Trust Land, MI","3635",,,,,,,,,,,,,,,,,,,,,,"Sault Ste. Marie Reservation and Off-Reservation Trust Land, MI",1116,540,48,48,62,27,31,71,43,38,56,48,29,28,11,0,576,81,53,52,36,7,66,20,27,77,55,67,18,3,14,"Sault Ste. Marie Reservation and Off-Reservation Trust Land, MI",207,108,23,27,25,20,22,35,24,24,28,23,19,21,9,10,122,46,27,23,18,9,37,15,16,32,24,31,13,4,15
"G3665","2014-2018",,,,,,,,,"Seminole (FL) Trust Land, FL","3665",,,,,,,,,,,,,,,,,,,,,,"Seminole (FL) Trust Land, FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seminole (FL) Trust Land, FL",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"G3680","2014-2018",,,,,,,,,"Shakopee Mdewakanton Sioux Community and Off-Reservation Trust Land, MN","3680",,,,,,,,,,,,,,,,,,,,,,"Shakopee Mdewakanton Sioux Community and Off-Reservation Trust Land, MN",489,282,50,20,13,9,7,3,13,15,52,49,37,11,3,0,207,19,37,22,9,15,13,33,6,21,5,8,17,0,2,"Shakopee Mdewakanton Sioux Community and Off-Reservation Trust Land, MN",122,82,30,14,11,10,11,7,18,15,31,30,23,12,6,9,69,25,19,16,10,14,14,23,6,14,6,10,17,9,3
"G3735","2014-2018",,,,,,,,,"Sherwood Valley Rancheria and Off-Reservation Trust Land, CA","3735",,,,,,,,,,,,,,,,,,,,,,"Sherwood Valley Rancheria and Off-Reservation Trust Land, CA",93,56,0,0,0,3,7,16,10,6,1,6,5,2,0,0,37,1,0,0,1,6,3,0,2,4,9,7,0,0,4,"Sherwood Valley Rancheria and Off-Reservation Trust Land, CA",68,46,12,12,12,5,10,22,11,9,4,8,7,3,12,12,29,3,12,12,3,12,5,12,4,6,9,9,12,12,6
"G3750","2014-2018",,,,,,,,,"Shingle Springs Rancheria and Off-Reservation Trust Land, CA","3750",,,,,,,,,,,,,,,,,,,,,,"Shingle Springs Rancheria and Off-Reservation Trust Land, CA",89,42,5,8,9,5,0,1,5,0,3,4,2,0,0,0,47,19,1,6,0,0,0,7,3,4,4,1,0,1,1,"Shingle Springs Rancheria and Off-Reservation Trust Land, CA",72,36,10,13,10,7,12,2,6,12,8,8,3,12,12,12,42,24,3,8,12,12,12,12,5,5,8,3,12,4,3
"G3780","2014-2018",,,,,,,,,"Shoalwater Bay Indian Reservation and Off-Reservation Trust Land, WA","3780",,,,,,,,,,,,,,,,,,,,,,"Shoalwater Bay Indian Reservation and Off-Reservation Trust Land, WA",45,26,0,0,3,4,2,0,2,2,2,4,7,0,0,0,19,3,0,3,0,0,1,0,0,5,0,3,3,1,0,"Shoalwater Bay Indian Reservation and Off-Reservation Trust Land, WA",32,18,12,12,4,7,4,12,3,5,3,7,9,12,12,12,22,7,12,6,12,12,4,12,12,12,12,4,4,3,12
"G3795","2014-2018",,,,,,,,,"Siletz Reservation and Off-Reservation Trust Land, OR","3795",,,,,,,,,,,,,,,,,,,,,,"Siletz Reservation and Off-Reservation Trust Land, OR",383,153,18,8,25,13,2,6,9,10,17,6,28,9,2,0,230,22,21,21,26,4,5,5,15,38,24,21,22,5,1,"Siletz Reservation and Off-Reservation Trust Land, OR",94,41,14,8,12,13,3,8,11,9,13,6,18,8,3,12,69,17,15,16,21,8,9,6,16,21,17,11,17,6,3
"G3825","2014-2018",,,,,,,,,"Skokomish Reservation, WA","3825",,,,,,,,,,,,,,,,,,,,,,"Skokomish Reservation, WA",457,238,11,13,23,16,20,36,19,7,27,21,26,10,7,2,219,15,25,20,13,26,12,7,12,21,31,24,7,6,0,"Skokomish Reservation, WA",110,65,11,9,15,17,11,30,16,10,13,12,16,9,12,3,62,11,15,13,11,14,12,6,14,15,22,18,6,5,12
"G3840","2014-2018",,,,,,,,,"Skull Valley Reservation, UT","3840",,,,,,,,,,,,,,,,,,,,,,"Skull Valley Reservation, UT",25,15,2,0,5,0,0,5,0,0,0,2,1,0,0,0,10,1,0,0,0,0,0,0,4,3,1,1,0,0,0,"Skull Valley Reservation, UT",29,21,3,11,11,11,11,10,11,11,11,3,2,11,11,11,10,6,11,11,11,11,11,11,7,5,3,2,11,11,11
"G3855","2014-2018",,,,,,,,,"Smith River Rancheria and Off-Reservation Trust Land, CA","3855",,,,,,,,,,,,,,,,,,,,,,"Smith River Rancheria and Off-Reservation Trust Land, CA",90,26,1,0,0,0,4,3,0,4,5,6,0,0,3,0,64,12,3,0,0,3,0,14,0,2,4,12,7,7,0,"Smith River Rancheria and Off-Reservation Trust Land, CA",67,27,4,12,12,12,8,6,12,6,6,10,12,12,8,12,48,17,6,12,12,4,12,17,12,3,6,9,12,10,12
"G3860","2014-2018",,,,,,,,,"Snoqualmie Reservation, WA","3860",,,,,,,,,,,,,,,,,,,,,,"Snoqualmie Reservation, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Snoqualmie Reservation, WA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G3870","2014-2018",,,,,,,,,"Soboba Reservation and Off-Reservation Trust Land, CA","3870",,,,,,,,,,,,,,,,,,,,,,"Soboba Reservation and Off-Reservation Trust Land, CA",296,133,12,9,15,12,7,12,12,6,10,7,18,8,4,1,163,19,4,1,12,10,22,7,9,20,15,21,4,14,5,"Soboba Reservation and Off-Reservation Trust Land, CA",79,39,12,8,11,9,8,10,12,6,8,7,14,8,6,3,49,14,5,3,10,12,15,7,7,13,9,13,7,11,7
"G3885","2014-2018",,,,,,,,,"Sokaogon Chippewa Community and Off-Reservation Trust Land, WI","3885",,,,,,,,,,,,,,,,,,,,,,"Sokaogon Chippewa Community and Off-Reservation Trust Land, WI",396,221,23,25,15,5,2,21,17,8,17,37,27,20,4,0,175,15,16,20,2,7,4,14,9,21,27,23,11,6,0,"Sokaogon Chippewa Community and Off-Reservation Trust Land, WI",71,39,12,11,9,8,4,16,13,9,8,13,9,10,4,9,39,7,12,15,4,11,6,9,8,11,10,11,9,5,9
"G3925","2014-2018",,,,,,,,,"Southern Ute Reservation, CO","3925",,,,,,,,,,,,,,,,,,,,,,"Southern Ute Reservation, CO",1425,614,47,32,32,17,4,35,112,17,109,60,92,38,19,0,811,59,30,37,18,33,69,68,67,115,84,129,69,22,11,"Southern Ute Reservation, CO",310,152,34,19,23,19,6,33,54,13,42,28,29,18,13,19,191,38,22,20,14,30,46,46,39,52,47,34,27,14,11
"G3930","2014-2018",,,,,,,,,"South Fork Reservation and Off-Reservation Trust Land, NV","3930",,,,,,,,,,,,,,,,,,,,,,"South Fork Reservation and Off-Reservation Trust Land, NV",43,29,0,0,1,0,0,2,1,0,2,7,4,5,7,0,14,0,1,0,0,0,0,0,0,1,4,3,3,2,0,"South Fork Reservation and Off-Reservation Trust Land, NV",23,17,12,12,2,12,12,3,3,12,6,10,6,6,7,12,13,12,2,12,12,12,12,12,12,3,6,5,5,4,12
"G3935","2014-2018",,,,,,,,,"Spirit Lake Reservation, ND","3935",,,,,,,,,,,,,,,,,,,,,,"Spirit Lake Reservation, ND",3745,1852,295,247,250,109,57,119,135,117,183,133,110,57,32,8,1893,255,269,226,100,63,117,135,115,194,150,148,85,31,5,"Spirit Lake Reservation, ND",83,42,14,35,32,13,8,14,8,12,6,15,9,6,7,7,53,22,30,30,9,2,12,7,8,5,9,7,4,6,4
"G3940","2014-2018",,,,,,,,,"Spokane Reservation and Off-Reservation Trust Land, WA","3940",,,,,,,,,,,,,,,,,,,,,,"Spokane Reservation and Off-Reservation Trust Land, WA",1682,819,111,99,100,25,28,62,18,36,91,67,72,93,12,5,863,38,81,76,29,33,49,80,43,66,135,92,91,42,8,"Spokane Reservation and Off-Reservation Trust Land, WA",211,116,43,28,34,19,15,21,17,21,38,28,29,29,8,7,128,21,38,36,25,20,28,31,24,36,27,32,34,18,9
"G3955","2014-2018",,,,,,,,,"Squaxin Island Reservation and Off-Reservation Trust Land, WA","3955",,,,,,,,,,,,,,,,,,,,,,"Squaxin Island Reservation and Off-Reservation Trust Land, WA",223,106,6,5,13,5,23,13,9,2,10,7,11,2,0,0,117,7,15,14,4,4,7,7,4,12,20,14,6,3,0,"Squaxin Island Reservation and Off-Reservation Trust Land, WA",79,45,8,6,16,6,13,14,8,4,9,6,11,4,12,12,49,8,12,13,7,7,9,9,6,9,14,16,7,4,12
"G3970","2014-2018",,,,,,,,,"Standing Rock Reservation, SD--ND","3970",,,,,,,,,,,,,,,,,,,,,,"Standing Rock Reservation, SD--ND",6560,3220,347,337,432,211,77,237,235,200,359,344,255,113,59,14,3340,392,335,400,198,113,233,225,220,371,354,279,145,60,15,"Standing Rock Reservation, SD--ND",60,33,8,38,34,4,16,19,8,7,13,13,4,10,11,10,44,8,35,45,14,14,6,8,15,7,4,7,4,8,8
"G3980","2014-2018",,,,,,,,,"Stewart Community, NV","3980",,,,,,,,,,,,,,,,,,,,,,"Stewart Community, NV",99,43,0,3,5,3,1,3,4,2,7,9,4,2,0,0,56,2,0,8,2,0,4,8,2,8,9,6,4,3,0,"Stewart Community, NV",50,24,12,5,7,5,4,7,10,3,8,7,6,4,12,12,32,7,12,13,4,12,6,11,4,8,7,7,5,4,12
"G3985","2014-2018",,,,,,,,,"Stewarts Point Rancheria and Off-Reservation Trust Land, CA","3985",,,,,,,,,,,,,,,,,,,,,,"Stewarts Point Rancheria and Off-Reservation Trust Land, CA",87,41,0,6,3,2,11,0,0,5,2,4,4,2,0,2,46,2,8,6,5,0,5,0,6,6,2,0,3,3,0,"Stewarts Point Rancheria and Off-Reservation Trust Land, CA",49,29,12,9,6,6,19,12,12,6,5,6,5,3,12,3,23,4,10,8,10,12,8,12,10,7,4,12,5,5,12
"G4000","2014-2018",,,,,,,,,"Stillaguamish Reservation and Off-Reservation Trust Land, WA","4000",,,,,,,,,,,,,,,,,,,,,,"Stillaguamish Reservation and Off-Reservation Trust Land, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stillaguamish Reservation and Off-Reservation Trust Land, WA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G4015","2014-2018",,,,,,,,,"Stockbridge Munsee Community and Off-Reservation Trust Land, WI","4015",,,,,,,,,,,,,,,,,,,,,,"Stockbridge Munsee Community and Off-Reservation Trust Land, WI",613,318,31,22,40,7,2,5,20,33,40,42,35,27,14,0,295,8,27,33,12,4,5,14,12,29,30,40,50,19,12,"Stockbridge Munsee Community and Off-Reservation Trust Land, WI",89,61,19,12,19,8,2,4,15,20,20,21,14,11,10,9,48,7,14,16,8,6,5,11,12,13,11,15,13,10,8
"G4030","2014-2018",,,,,,,,,"Sulphur Bank Rancheria, CA","4030",,,,,,,,,,,,,,,,,,,,,,"Sulphur Bank Rancheria, CA",42,26,0,9,4,10,2,1,0,0,0,0,0,0,0,0,16,5,4,0,1,0,0,2,0,3,0,1,0,0,0,"Sulphur Bank Rancheria, CA",61,36,12,19,7,17,3,2,12,12,12,12,12,12,12,12,26,12,7,12,2,12,12,7,12,5,12,4,12,12,12
"G4045","2014-2018",,,,,,,,,"Summit Lake Reservation and Off-Reservation Trust Land, NV","4045",,,,,,,,,,,,,,,,,,,,,,"Summit Lake Reservation and Off-Reservation Trust Land, NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Summit Lake Reservation and Off-Reservation Trust Land, NV",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G4060","2014-2018",,,,,,,,,"Susanville Indian Rancheria and Off-Reservation Trust Land, CA","4060",,,,,,,,,,,,,,,,,,,,,,"Susanville Indian Rancheria and Off-Reservation Trust Land, CA",311,112,20,12,11,10,5,4,7,4,8,8,6,10,7,0,199,15,5,21,8,13,18,36,9,15,18,9,28,3,1,"Susanville Indian Rancheria and Off-Reservation Trust Land, CA",79,45,20,9,11,12,6,6,9,8,14,15,6,11,9,12,54,14,5,16,9,11,16,18,6,13,15,10,22,5,2
"G4075","2014-2018",,,,,,,,,"Swinomish Reservation and Off-Reservation Trust Land, WA","4075",,,,,,,,,,,,,,,,,,,,,,"Swinomish Reservation and Off-Reservation Trust Land, WA",536,241,7,27,44,20,14,13,6,9,24,34,29,9,5,0,295,19,28,20,30,12,17,21,20,33,29,38,13,8,7,"Swinomish Reservation and Off-Reservation Trust Land, WA",88,51,4,14,18,12,14,12,7,8,13,13,18,7,5,12,54,13,15,12,13,18,14,14,13,16,12,20,9,8,7
"G4090","2014-2018",,,,,,,,,"Sycuan Reservation and Off-Reservation Trust Land, CA","4090",,,,,,,,,,,,,,,,,,,,,,"Sycuan Reservation and Off-Reservation Trust Land, CA",73,33,2,4,0,3,4,2,7,0,2,8,1,0,0,0,40,7,2,3,2,2,3,4,2,3,8,1,0,3,0,"Sycuan Reservation and Off-Reservation Trust Land, CA",34,17,4,5,12,4,5,4,8,12,5,7,3,12,12,12,23,11,3,3,3,6,6,5,4,5,6,2,12,7,12
"G4095","2014-2018",,,,,,,,,"Table Bluff Reservation, CA","4095",,,,,,,,,,,,,,,,,,,,,,"Table Bluff Reservation, CA",96,57,8,11,10,5,0,0,4,0,8,1,4,6,0,0,39,0,4,3,0,5,0,4,4,11,1,2,3,2,0,"Table Bluff Reservation, CA",63,44,14,13,12,6,12,12,6,12,9,4,9,8,12,12,25,12,5,6,12,9,12,8,8,10,2,6,4,4,12
"G4110","2014-2018",,,,,,,,,"Table Mountain Rancheria, CA","4110",,,,,,,,,,,,,,,,,,,,,,"Table Mountain Rancheria, CA",4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Table Mountain Rancheria, CA",6,6,12,12,12,12,12,12,12,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G4130","2014-2018",,,,,,,,,"Tampa Reservation, FL","4130",,,,,,,,,,,,,,,,,,,,,,"Tampa Reservation, FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tampa Reservation, FL",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"G4140","2014-2018",,,,,,,,,"Taos Pueblo and Off-Reservation Trust Land, NM","4140",,,,,,,,,,,,,,,,,,,,,,"Taos Pueblo and Off-Reservation Trust Land, NM",1499,726,20,22,49,43,32,40,14,47,72,142,123,58,43,21,773,21,33,48,0,25,57,21,59,135,74,136,87,51,26,"Taos Pueblo and Off-Reservation Trust Land, NM",207,133,21,16,27,29,29,34,16,19,41,48,48,30,20,23,113,26,20,21,17,30,50,24,37,40,46,41,31,28,27
"G4170","2014-2018",,,,,,,,,"Tesuque Pueblo and Off-Reservation Trust Land, NM","4170",,,,,,,,,,,,,,,,,,,,,,"Tesuque Pueblo and Off-Reservation Trust Land, NM",415,221,11,15,17,10,2,17,40,13,20,28,21,16,10,1,194,14,6,17,10,4,34,10,14,18,14,23,12,15,3,"Tesuque Pueblo and Off-Reservation Trust Land, NM",94,65,7,9,11,6,4,14,26,13,15,15,10,10,7,3,44,9,8,10,7,4,16,8,7,10,9,11,7,10,4
"G4180","2014-2018",,,,,,,,,"Timbi-Sha Shoshone Reservation and Off-Reservation Trust Land, CA--NV","4180",,,,,,,,,,,,,,,,,,,,,,"Timbi-Sha Shoshone Reservation and Off-Reservation Trust Land, CA--NV",20,8,0,0,0,0,0,0,2,0,2,2,2,0,0,0,12,0,0,0,3,0,0,0,0,1,1,1,1,1,4,"Timbi-Sha Shoshone Reservation and Off-Reservation Trust Land, CA--NV",10,7,11,11,11,11,11,11,3,11,3,3,3,11,11,11,8,11,11,11,4,11,11,11,11,2,3,2,2,4,5
"G4200","2014-2018",,,,,,,,,"Tohono O'odham Nation Reservation and Off-Reservation Trust Land, AZ","4200",,,,,,,,,,,,,,,,,,,,,,"Tohono O'odham Nation Reservation and Off-Reservation Trust Land, AZ",9307,4356,342,383,397,284,117,474,296,227,560,528,373,241,126,8,4951,380,518,385,310,182,531,295,231,582,526,470,373,103,65,"Tohono O'odham Nation Reservation and Off-Reservation Trust Land, AZ",875,430,100,100,110,72,45,115,84,77,120,118,83,71,51,12,530,107,114,102,81,84,136,80,71,100,144,93,78,36,66
"G4225","2014-2018",,,,,,,,,"Tonawanda Reservation, NY","4225",,,,,,,,,,,,,,,,,,,,,,"Tonawanda Reservation, NY",373,235,0,9,0,0,0,25,0,44,20,49,34,29,25,0,138,0,0,10,0,0,0,13,0,13,0,68,20,9,5,"Tonawanda Reservation, NY",112,86,12,10,12,12,12,28,12,49,23,36,30,12,12,12,42,12,12,15,12,12,12,16,12,17,12,26,15,12,7
"G4235","2014-2018",,,,,,,,,"Tonto Apache Reservation and Off-Reservation Trust Land, AZ","4235",,,,,,,,,,,,,,,,,,,,,,"Tonto Apache Reservation and Off-Reservation Trust Land, AZ",107,54,6,0,7,5,1,2,2,11,1,11,3,3,2,0,53,7,0,2,5,0,0,1,1,6,15,3,8,5,0,"Tonto Apache Reservation and Off-Reservation Trust Land, AZ",56,32,10,12,8,6,2,4,3,7,3,10,6,7,3,12,28,10,12,4,5,12,12,5,3,7,11,5,7,7,12
